Название_судна,Бортовой_номер,IMO,Тип_Модель,Год_постройки,Состояние,Регион_работы,Судовладелец_ИНН,Судовладелец,GFW_ID,GFW_Name,Регион_регистрации
Хасан,,,СРТМ,,Эксплуатация,Дальневосточный,2704007990,"ООО ""АНТЕЙ""",e285f4119-96c7-f6bd-dd2a-dd224ba28afc,KM MANDALA B,Приморский край
Хивач,,9033141,РС,,Эксплуатация,Дальневосточный,2536308584,"АО ""Т-КРАБ""",87e1b45f6-6883-982e-d23e-35fb6777a413,HIVACH,Приморский край
Хокутацу Мару №1,,8627141,РШ,,Эксплуатация,Дальневосточный,6518004830,"ООО ""ФЛИНТ""",6e180c508-8086-e477-7e7c-ba59b32e7db8,KHOKUTATSU MARU 1,Сахалинская обл.
Холмогоры,АК-6015,9109081,,,Эксплуатация,Северный,2901128602,"АО ""АТФ""",64917eb26-6307-cf92-7643-44712fad03a9,KHOLMOGORY,Мурманская обл.
Хотин,,,,,Эксплуатация,Дальневосточный,4100000530,"АО ""ОКЕАНРЫБФЛОТ""",234b40440-01c4-d961-7dff-f17e5623d734,HO TIN,Камчатский край
Царица,,8707446,РТ,,Эксплуатация,Дальневосточный,2508007948,"ПАО ""НБАМР""",6a4dc8fa0-0227-74bb-207f-c79602112ff5,TSARITSA,Приморский край
Цефей,МК-8724,9207819,,,Эксплуатация,Северный,5190181619,"ООО ""РК ЗАРЯ""",63f940fb3-3f32-52e2-b7e5-5bde27cba0a1,TSEFEY,Мурманская обл.
Челюскинец,,,,,Эксплуатация,,3002004824,"Рыболовецкая артель ""Челюскинец""",0eab3cf56-6fc9-0217-c8a7-67f84cd2343e,CHELUSKINETS,Астраханская обл.
Чернигов,МК-0175,9077020,,,Эксплуатация,Северный,2904011867,"ООО ""КОТЛАСРЫБПРОМ""",b2971ae5e-e06f-e78a-d952-cc57886df2ad,CHERNIGOV,Мурманская обл.
Чернигов,МК-0175,9077020,,,Эксплуатация,Северный,5190910910,ООО «ЗВЕЗДА МОРЯКА»,b2971ae5e-e06f-e78a-d952-cc57886df2ad,CHERNIGOV,Мурманская обл.
Шанс 105,,8936346,,,Эксплуатация,Дальневосточный,2536010639,"АО ""Р/К ""ВОСТОК-1""",951d53fe7-7a04-3e4a-8fad-5e2a35886a3c,SHANS 105,Приморский край
Шанс 106,,8921107,,,Эксплуатация,Дальневосточный,2536010639,"АО ""Р/К ""ВОСТОК-1""",65ed5b6c3-3a15-a2f1-aca9-76f05e5d27a0,SHANS 106,Приморский край
Шантар,,,СРТМ,,Эксплуатация,Дальневосточный,4101142626,"ООО ""СЕВЕР""",4b850610a-ab9a-5f32-21ec-056d6edaf35c,SHANTAR,Хабаровский край
Шантар-1,,,СТР,,Эксплуатация,Дальневосточный,2722090350,"АО ""Дальневосточное морепромышленное объединение""",4b850610a-ab9a-5f32-21ec-056d6edaf35c,SHANTAR,Хабаровский край
Шое Мару-53,,,РШ,,Эксплуатация,Дальневосточный,6518005270,"ООО ПКФ ""ЮЖНО-КУРИЛЬСКИЙ РЫБОКОМБИНАТ""",5d5ec1a9c-ca44-8b08-efd4-e98f45ea33eb,MARU MARU,Сахалинская обл.
Шпицберген,МК-0599,9258741,,,Эксплуатация,Северный,5190303200,"ООО «КАРАТ-1""",a4ae4a13a-ae4e-394a-b337-39bdbb1aafcf,SHPITCBERGEN,Мурманская обл.
Шурша,,8727678,СРТМ,,Эксплуатация,Дальневосточный,2536010639,"АО ""Р/К ""ВОСТОК-1""",77334f86a-ac3c-6204-053b-cca023cbcd74,SHURSHA,Приморский край
ЭСТЕР,К-2193,,РТМКС,,Эксплуатация,Норвежский,3905000203,"АО «АТЛАНТРЫБФЛОТ""",6da8c11d7-7683-7ec7-9d6f-6dc2b3f36e2c,ESTER,Калининградская обл.
Эглайне,,8729652,БМРТ,,Эксплуатация,Дальневосточный,6501292475,"ООО ""МЕРКУРИЙ""",105dff00d-d3d6-e4ec-2b36-088f6595e6b6,EGLAINE,Камчатский край
Экарма-3,,8897411,СТР,,Эксплуатация,Дальневосточный,2503029553,"ОАО ""РК ""ПРИМОРЕЦ""",4014ae10c-cec2-f459-7dbb-d73215722e24,EKARMA-3,Приморский край
Экзотика,,,,,Эксплуатация,Дальневосточный,6518004830,"ООО ""ФЛИНТ""",,,Сахалинская обл.
Элладора,,8106824,СРТМ,,Эксплуатация,Дальневосточный,4909056047,"ООО ""МАГАДАНРЫБА""",1f1859a95-524b-f75a-bbfb-5cfb8751d493,PANDORA,Магаданская обл.
ЮМИР,,8357605,СРТМ,,Эксплуатация,Дальневосточный,6516008452,"ООО ""НЕВОД""",109adcdcc-c40f-f8fe-871c-032da4a6e741,LUMIR,Сахалинская обл.
Юго-Восток,,8001971,БМРТ,,Эксплуатация,Дальневосточный,2704014652,"ООО «ПОЛЛУКС""",48f1e8e3b-b3a8-841a-f538-2da2eaf2cf3b,YUGO VOSTOCK,Хабаровский край
Юпитер-2,,,,,Эксплуатация,Дальневосточный,2704007990,"ООО ""АНТЕЙ""",b6236a8a3-3fc1-576d-b865-a875b9182eb2,JUPITER 2,Приморский край
Юрий Орёл,,9130846,СРТМ,,Эксплуатация,Дальневосточный,2500000073,"АО ""ДАЛЬРЫБА""",62990acce-e9c4-a418-d78b-a3ed58c74fdc,YURIY OREL,Приморский край
ЯНТАРЬ-1,,7234193,БМРТ,,Эксплуатация,Дальневосточный,6501292556,"ООО ""ФЛАГМАН ДВ""",a790d66f9-9363-44bd-61ba-021748036dc8,YANTAR 1,Сахалинская обл.
Ягры,М-0328,8953497,,,Эксплуатация,Северный,2901069731,"ООО ""ЯГРЫ""",398ea910e-e2dd-a852-a402-c33f78aab739,YAGRY,Мурманская обл.
Яков Гунин,М-0204,9637973,,,Эксплуатация,Северный,5100000010,ПАО «МУРМАНСКИЙ ТРАЛОВЫЙ ФЛОТ» ИЛИ ПАО «МТФ»,f0334b883-3d51-b63b-83e6-42416cd3d89b,YAKOV GUNIN,Мурманская обл.
Яков Павлов,,8725852,СТР,,Эксплуатация,Дальневосточный,4101142626,"ООО ""СЕВЕР""",2089fcdc1-1266-9df5-777c-34b3df89f63c,YAKOV PAVLOV,Хабаровский край
Янтарный,МК-0339,8607232,,,Эксплуатация,Северный,1002006360,"ООО ""СОГЛАСИЕ""",7e5bfd4d7-7068-60e1-571d-1ba2a64024ab,YANTARNYY,Мурманская обл.
Янтарный,МК-0339,8607232,,,Эксплуатация,Северный,1001345828,"ООО ""АЗИМУТ""",7e5bfd4d7-7068-60e1-571d-1ba2a64024ab,YANTARNYY,Мурманская обл.
Янтарь,,8897277,ЯМС,,Эксплуатация,Дальневосточный,2540078397,"АО ""ДАЛЬРЫБПРОМ""",12affcead-d1fb-9b57-3711-ea7eca2d60f5,YANTAR,Приморский край
Ясный,,8422242,СРТМ,,Эксплуатация,Дальневосточный,6501266147,"ООО ""МОНЕРОН""",e8f5e7a50-03c1-dc03-e72e-3b132d074208,YASNYY,Сахалинская обл.
Ясный,,8422242,СРТМ,,Эксплуатация,Дальневосточный,6515002391,"ООО ""ГРАНИС""",e8f5e7a50-03c1-dc03-e72e-3b132d074208,YASNYY,Сахалинская обл.
Яхонт,,8504545,РШ,,Эксплуатация,Дальневосточный,2500000073,"АО ""ДАЛЬРЫБА""",8cbfe5324-462d-9a77-0571-a38bf5f13c50,YAHONT,Приморский край
