Запись,Компания,Компания_ИНН,Год,Бассейн,Объект_лова,Тип_квоты,Доля_процент,Объем_тонн,Дата_начала_договора,Дата_окончания_договора,Причина_изменения,Группа_компаний
"ООО ""Русский Минтай"" — Минтай — 2023","ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Минтай,Инвестиционная,3.427,2177.262,25.05.2018,24.05.2033,,
"ООО ""РУССКИЙ МИНТАЙ"" — Минтай — 2024","ООО ""РУССКИЙ МИНТАЙ""",2521015391,2024,Дальневосточный,Минтай,Инвестиционная,3.427,892.79,25.05.2018,24.05.2033,Биология/ОДУ,
"ООО ""РУССКИЙ МИНТАЙ"" — Минтай — 2024","ООО ""РУССКИЙ МИНТАЙ""",2521015391,2024,Дальневосточный,Минтай,Инвестиционная,3.427,4111.371,25.05.2018,24.05.2033,Биология/ОДУ,
"ООО ""Русский Минтай"" — Сельдь — 2023","ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Сельдь,Инвестиционная,3.427,1982.917,25.05.2018,24.05.2033,,
"ООО ""Русский Минтай"" — Сельдь — 2023","ООО ""Русский Минтай""",2521015391,2023,Дальневосточный,Сельдь,Инвестиционная,3.427,1982.917,25.05.2018,24.05.2033,,
"ООО ""РУССКИЙ МИНТАЙ"" — Сельдь — 2024","ООО ""РУССКИЙ МИНТАЙ""",2521015391,2024,Дальневосточный,Сельдь,Инвестиционная,3.427,2119.618,25.05.2018,24.05.2033,Биология/ОДУ,
"АО ""ВОСТОК-ДЖАПАН"" — Краб — 2023","АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,1.53,103.359,05.09.2018,04.09.2033,,
"АО ""ВОСТОК-ДЖАПАН"" — Краб — 2023","АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,3.129,4.836,31.08.2018,30.08.2033,,
"АО ""ВОСТОК-ДЖАПАН"" — Краб — 2023","АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,0.67,8.154,29.08.2018,28.08.2033,,
"АО ""ВОСТОК-ДЖАПАН"" — Краб — 2023","АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Краб,Промышленная,4.612,4.089,31.08.2018,30.08.2033,,
"АО ""ВОСТОК-ДЖАПАН"" — Краб — 2024","АО ""ВОСТОК-ДЖАПАН""",2528004350,2024,Дальневосточный,Краб,Промышленная,1.054,52.756,31.08.2018,30.08.2033,Биология/ОДУ,
"АО ""ВОСТОК-ДЖАПАН"" — Краб — 2025","АО ""ВОСТОК-ДЖАПАН""",2528004350,2025,Дальневосточный,Краб,Промышленная,1.054,65.216,31.08.2018,30.08.2033,,
"АО ""ВОСТОК-ДЖАПАН"" — Краб — 2026","АО ""ВОСТОК-ДЖАПАН""",2528004350,2026,Дальневосточный,Краб,Промышленная,1.054,64.074,31.08.2018,30.08.2033,,
АО «ВОСТОК-ДЖАПАН» — Краб — 2026,АО «ВОСТОК-ДЖАПАН»,2528004350,2026,Дальневосточный,Краб,Промышленная,,1.054,nan,nan,Регулятор/Инвестквоты,
"АО ""ВОСТОК-ДЖАПАН"" — Морской еж серый — 2023","АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Морской еж серый,Промышленная,3.118,28.339,10.12.2021,09.12.2036,,
АО «ВОСТОК-ДЖАПАН» — Морской еж серый — 2026,АО «ВОСТОК-ДЖАПАН»,2528004350,2026,Дальневосточный,Морской еж серый,Промышленная,,3.118,nan,nan,,
"АО ""ВОСТОК-ДЖАПАН"" — Морской еж серый (821) — 2023","АО ""ВОСТОК-ДЖАПАН""",2528004350,2023,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.339,10.12.2021,09.12.2036,,
"АО ""ВОСТОК-ДЖАПАН"" — Морской еж серый (821) — 2024","АО ""ВОСТОК-ДЖАПАН""",2528004350,2024,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.335,10.12.2021,09.12.2036,,
"АО ""ВОСТОК-ДЖАПАН"" — Морской еж серый (821) — 2025","АО ""ВОСТОК-ДЖАПАН""",2528004350,2025,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.327,10.12.2021,09.12.2036,,
"АО ""ВОСТОК-ДЖАПАН"" — Морской еж серый (821) — 2026","АО ""ВОСТОК-ДЖАПАН""",2528004350,2026,Дальневосточный,Морской еж серый (821),Промышленная,3.118,28.332,10.12.2021,09.12.2036,,
"ООО НПКА ""Нереида"" — Треска — 2023","ООО НПКА ""Нереида""",2531007897,2023,Дальневосточный,Треска,Промышленная,1.661,30.266,04.09.2018,03.09.2033,,
"ООО НПКА ""Нереида"" — Треска — 2023","ООО НПКА ""Нереида""",2531007897,2023,Дальневосточный,Треска,Промышленная,1.661,30.266,04.09.2018,03.09.2033,,
"АО ""Р/К ""Восток-1"" — Краб — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,5.58,44.989,31.08.2018,30.08.2033,,
"АО ""Р/К ""Восток-1"" — Краб — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,39.188,957.167,31.08.2018,30.08.2033,,
"АО ""Р/К ""Восток-1"" — Краб — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,,
"АО ""Р/К ""Восток-1"" — Краб — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Краб,Промышленная,64.974,1991.356,31.08.2018,30.08.2033,,
"АО ""Р/К ""ВОСТОК-1"" — Краб — 2024","АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Краб,Промышленная,39.188,919.939,31.08.2018,30.08.2033,Биология/ОДУ,
"АО ""Р/К ""ВОСТОК-1"" — Краб — 2024","АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,Биология/ОДУ,
"АО ""Р/К ""ВОСТОК-1"" — Краб — 2025","АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Краб,Промышленная,39.188,1010.071,31.08.2018,30.08.2033,,
"АО""Р/К""ВОСТОК-1"" — Краб — 2025","АО""Р/К""ВОСТОК-1""",2536010639,2025,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,Регулятор/Инвестквоты,
"АО ""P/К ""ВОСТОК-1"" — Краб — 2026","АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Краб,Промышленная,39.188,1094.324,31.08.2018,30.08.2033,,
"АО ""P/К ""ВОСТОК-1"" — Краб — 2026","АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Краб,Промышленная,24.434,36.651,31.08.2018,30.08.2033,Регулятор/Инвестквоты,
АО «Р/К «ВОСТОК-1» — Краб — 2026,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Краб,Промышленная,,39.188,nan,nan,Регулятор/Инвестквоты,
АО «Р/К «ВОСТОК-1» — Краб — 2026,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Краб,Промышленная,,24.434,nan,nan,Регулятор/Инвестквоты,
"АО ""Р/К ""Восток-1"" — Макрурусы — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Макрурусы,Промышленная,14.3,571.9857,19.07.2019,18.07.2034,,
АО «Р/К «ВОСТОК-1» — Макрурусы — 2026,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Макрурусы,Промышленная,,14.3,nan,nan,,
"АО ""Р/К ""Восток-1"" — Макрурусы (210) — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Макрурусы (210),Промышленная,5.424,866.918,29.08.2018,28.08.2033,,
"АО ""Р/К ""ВОСТОК-1"" — Макрурусы (210) — 2024","АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Макрурусы (210),Промышленная,14.3,457.5857,19.07.2019,18.07.2034,Биология/ОДУ,
"АО ""Р/К ""ВОСТОК-1"" — Макрурусы (210) — 2025","АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Макрурусы (210),Промышленная,14.3,457.585,19.07.2019,18.07.2034,,
"АО ""P/К ""ВОСТОК-1"" — Макрурусы (210) — 2026","АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Макрурусы (210),Промышленная,14.3,457.585,19.07.2019,18.07.2034,,
"АО ""Р/К ""Восток-1"" — Палтус белокорый — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус белокорый,Промышленная,10.663,83.833,31.08.2018,30.08.2033,,
АО «Р/К «ВОСТОК-1» — Палтус белокорый — 2026,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Палтус белокорый,Промышленная,,10.663,nan,nan,,
"АО ""Р/К ""Восток-1"" — Палтус белокорый (112) — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус белокорый (112),Промышленная,10.663,83.833,31.08.2018,30.08.2033,,
"АО ""Р/К ""ВОСТОК-1"" — Палтус белокорый (112) — 2024","АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Палтус белокорый (112),Промышленная,22.628,4.208,30.08.2018,29.08.2033,Биология/ОДУ,
"АО ""Р/К ""ВОСТОК-1"" — Палтус белокорый (112) — 2025","АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Палтус белокорый (112),Промышленная,10.663,76.729,31.08.2018,30.08.2033,,
"АО ""P/К ""ВОСТОК-1"" — Палтус белокорый (112) — 2026","АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Палтус белокорый (112),Промышленная,10.663,70.001,31.08.2018,30.08.2033,Регулятор/Инвестквоты,
"АО ""Р/К ""Восток-1"" — Палтус черный — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус черный,Промышленная,10.663,106.47,31.08.2018,30.08.2033,,
АО «Р/К «ВОСТОК-1» — Палтус черный — 2026,АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,Палтус черный,Промышленная,,10.663,nan,nan,,
"АО ""Р/К ""Восток-1"" — Палтус черный (113) — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Палтус черный (113),Промышленная,10.663,106.47,31.08.2018,30.08.2033,,
"АО ""Р/К ""ВОСТОК-1"" — Палтус черный (113) — 2024","АО ""Р/К ""ВОСТОК-1""",2536010639,2024,Дальневосточный,Палтус черный (113),Промышленная,22.628,165.14,30.08.2018,29.08.2033,,
"АО ""Р/К ""ВОСТОК-1"" — Палтус черный (113) — 2025","АО ""Р/К ""ВОСТОК-1""",2536010639,2025,Дальневосточный,Палтус черный (113),Промышленная,10.663,81.01,31.08.2018,30.08.2033,Биология/ОДУ,
"АО ""P/К ""ВОСТОК-1"" — Палтус черный (113) — 2026","АО ""P/К ""ВОСТОК-1""",2536010639,2026,Дальневосточный,Палтус черный (113),Промышленная,10.663,72.412,31.08.2018,30.08.2033,Биология/ОДУ,
"АО «Р/К «ВОСТОК-1» — Палтусы (белокорый, черный) — 2026",АО «Р/К «ВОСТОК-1»,2536010639,2026,Дальневосточный,"Палтусы (белокорый, черный)",Промышленная,,10.663,nan,nan,,
"АО ""Р/К ""Восток-1"" — Треска — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,3.285,2605.012,30.08.2018,29.08.2033,,
"АО ""Р/К ""Восток-1"" — Треска — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,7.223,318.022,30.08.2018,29.08.2033,,
"АО ""Р/К ""Восток-1"" — Треска — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,22.104,1098.516,30.08.2018,29.08.2033,,
"АО ""Р/К ""Восток-1"" — Треска — 2023","АО ""Р/К ""Восток-1""",2536010639,2023,Дальневосточный,Треска,Промышленная,2.285,284.194,30.08.2018,29.08.2033,,
