ИНН,Юр_Лицо,Группа_Компаний,Исключить,Комментарий,Директор_ListOrg
3004009546,"ООО ""ЛАГУНА РРР""",,,,ДЕМИСЕНОВ САЛАВАТ НОХОВИЧ
3005000377,"РЫБОЛОВЕЦКИЙ КОЛХОЗ ""ЛОТОС""",,,,ВЫСОТИН АЛЕКСАНДР ЭНГЕЛЬСОВИЧ
3005005110,"ООО ""ФРЕД""",,,,АГАЕВ ФУАД СУДЕФ ОГЛЫ
3005005632,"ООО ""АРП""",,,,ХАРМАНОВ ХАБИБОЛЛА МАДЕНИЕТОВИЧ
3005005671,"ООО ""РЫБАК-2""",,,,БОНДАРЕНКО ОЛЬГА ФЕДОРОВНА
3005006435,"СПК ""РОДИНА""",,,,ТОКБАЕВ РАСУЛ МАРАТОВИЧ
3005006918,"ООО ПКФ ""КАСПРЫБФЛОТ-3""",,,,ТОКБАЕВ РАСУЛ МАРАТОВИЧ
3006005956,"ООО ""ИГОЛКИНСКОЕ""",,,,ЧИПИНОВ АЛЕКСЕЙ ГЕННАДЬЕВИЧ
3006006477,"Р.А. ""ДЕЛЬТА""",,,,ЖАРХАНАЛИЕВА АЛИЯ ФАЙЗУЛЛАЕВНА
3007000990,"ООО СХП ""ПОНИЗОВЬЕ МДЦ""",,,,ВОРОНЕНКО НИКОЛАЙ ВЛАДИМИРОВИЧ
3007007610,"АРТЕЛЬ ""МАЯК""",,,,ГОРИН СЕРГЕЙ ВЛАДИМИРОВИЧ
3015057990,"ООО ""КАСПИЙРЫБПРОМ""",,,,СИМОНОВ КОНСТАНТИН ВАСИЛЬЕВИЧ
3015075646,"ООО ""ДЖЕТЕЛ КОРПОРАЦИЯ""",,,,ВЕНЕДИКТОВ АНДРЕЙ ВЯЧЕСЛАВОВИЧ
3015116204,"ООО ""КАСПРЫБФЛОТ""",,,,САМЕДОВ ГАМЛЕТ САРЫ ОГЛЫ
3017028923,"ООО ""ПКФ ""ВОЛЖСКИЙ ПРОСТОР""",,,,ТОКБАЕВ РАСУЛ МАРАТОВИЧ
3019007767,"ООО ""ХОЛОДИЛЬНИК ВОЛОДАРСКИЙ""",,,,БОРИСОВ ПАВЕЛ МИХАЙЛОВИЧ
3019009490,"НП ООО ""КАСПИЙ""",,,,МУХАНАЛИЕВ РАДМИР РАХИМОВИЧ
3019015398,"ООО ""ЗУФАР""",,,,АБУШЕВ РИНАТ ЖАСТАЛАПОВИЧ
3019015408,"ООО РДК ""ДЕЛЬТА-ПЛЮС""",,,,АБДИРОВ УРАЗГАЛИ ДИНГИЗБАЕВИЧ
3019015550,"ООО ""ВОЛОДАРСКИЙ РЫБНЫЙ ПРОМЫСЕЛ""",,,,БОРИСОВ ПАВЕЛ МИХАЙЛОВИЧ
3019021722,"ООО ""ИГОЛКИНСКИЙ РЫБПРОМ""",,,,ЯНЧЕНКО ЮРИЙ ЮРЬЕВИЧ
3019023286,"ООО ""ТРАВИНСКАЯ-1""",,,,ИЛЬЯСОВА МАРИНА МАГОМЕДОВНА
3019026865,"ООО ""МОРЯНА-1""",,,,КАШИН ВИКТОР ВИКТОРОВИЧ
3019026872,"ООО ""ШТОРМ""",,,,ИВАНОВ КИРИЛЛ СЕРГЕЕВИЧ
3019027756,"ООО ""БРИЗ""",,,,СИМОНЯН ЭДГАР СУРЕНОВИЧ
3019028380,"ООО ""ПКФ ""Каспий""",,,,
3019029513,"Организация ООО ""ВИРА""",,,,ДИРЕКТОР Иванов Кирилл Сергеевич
3019030942,"ООО ""ЮГ-2020""",,,,"( Маркин Андрей Валерианович - учредитель; учредитель ООО ""ВОЛОДАРСКИЙ РЫБНЫЙ ПРОМЫСЕЛ"" ; - генеральный директор до 11.02.2020 * ) Лебедева Галина Сергеевна (председатель РА ""ЮГ"" , учредитель РА ""ЮГ"" ) (учредитель РА ""ЮГ"" , председатель РА ""ЮГ"" до 03.11.2020 * ) ( Маркин Андрей Валерианович - учредитель; - генеральный директор) Кузнецов Михаил Николаевич (учредитель РА ""ЮГ"" ) Зарщикова Екатерина Геннадьевна (учредитель РА ""ЮГ"" ) (учредитель РА ""ЮГ"" ) Лебедев Андрей Геннадьевич (учредитель РА ""ЮГ"" ) НО СРРП ""КАСПРЫБА"" ( Маркин Андрей Валерианович - президент) ( Маркин Андрей Валерианович - учредитель) ООО ""ОРАНЖЕРЕИНСКИЕ ДЕЛИКАТЕСЫ"" ( Маркин Андрей Валерианович - учредитель) ООО ""АСТРАХАНСКИЙ РЫБЗАВОД"" ( Маркин Андрей Валерианович - учредитель) ( Маркин Андрей Валерианович - учредитель) ООО ТД ""КАСПРЫБА - ТРЕЙД"" ( Маркин Андрей Валерианович - учредитель) показать ещё 32 организации, в которых Маркин Андрей Валерианович - учредитель (учредитель РА ""ЮГ"" до 15.07.2021 * ) ООО ""ТРП"" (ликвидир. 28.01.2011) ( Маркин Андрей Валерианович - учредитель; - генеральный директор) ( ООО ""ВОЛОДАРСКИЙ РЫБНЫЙ ПРОМЫСЕЛ"" - правопреемник) СППК ""КАСПРЫБА"" ( - председатель до 28.08.2019 * ; находится по одному адресу с ООО ""ЮГ-2020"" ) АО ""АСТРАХАНЬ-РЫБА"" ( - генеральный директор до 11.02.2020 * ) ( - учредитель до 03.01.2022 * )"
3023001180,"ООО СПК ""КИРОВСКИЙ РЫБОЗАВОД""",,,,"( - генеральный директор до 19.02.2018 * ; Маркин Андрей Валерианович - учредитель; ООО ""ИЗРД"" - учредитель) ООО ""ОРАНЖЕРЕИНСКИЕ ДЕЛИКАТЕСЫ"" ( Маркин Андрей Валерианович - учредитель; ООО ""ИЗРД"" - учредитель) НО СРРП ""КАСПРЫБА"" ( - вице - президент до 14.01.2020 * ; Маркин Андрей Валерианович - президент) ( Маркин Андрей Валерианович - учредитель; - генеральный директор до 13.07.2023 * ; находится по одному адресу с ООО СПК ""КИРОВСКИЙ РЫБОЗАВОД"" ) ООО ""АСТРАХАНСКИЙ РЫБЗАВОД"" ( Маркин Андрей Валерианович - учредитель; находится по одному адресу с ООО СПК ""КИРОВСКИЙ РЫБОЗАВОД"" ) Чеботников Иван Павлович (генеральный директор ООО ""ИЗРД"" ) ( Маркин Андрей Валерианович - учредитель) ООО ""КАСПИЙРЫБПРОМ"" ( Маркин Андрей Валерианович - учредитель) ООО ""ВОЛОДАРСКИЙ РЫБНЫЙ ПРОМЫСЕЛ"" ( Маркин Андрей Валерианович - учредитель) ( Маркин Андрей Валерианович - учредитель) ООО ""МОРЯНА-1"" ( Маркин Андрей Валерианович - учредитель) показать ещё 27 организаций, в которых Маркин Андрей Валерианович - учредитель ( - генеральный директор, учредитель) (генеральный директор ООО ""ИЗРД"" до 20.10.2023 * ) (генеральный директор ООО ""ИЗРД"" до 23.06.2021 * ) (генеральный директор ООО ""ИЗРД"" до 13.03.2020 * ) (генеральный директор ООО ""ИЗРД"" до 26.08.2019 * ) Дрыгин Борис Аркадьевич (председатель АССОЦИАЦИЯ РЫБОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ АО ) ООО ""ИКРЯНИНСКИЙ РЫБОПИТОМНИК ДЕЛЬТА"" (ликвидир. 02.05.2017) ( Маркин Андрей Валерианович - учредитель; ООО ""ИЗРД"" - правопреемник) ООО ""ТД ""РЫБА АСТРАХАНИ"" (ликвидир. 08.11.2024) ( Подсвиров Олег Анатольевич - учредитель) ( Подсвиров Олег Анатольевич - учредитель) (учредитель АССОЦИАЦИЯ РЫБОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ АО до 22.09.2021 * ) (учредитель АССОЦИАЦИЯ РЫБОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ АО до 22.09.2021 * ) (учредитель АССОЦИАЦИЯ РЫБОХОЗЯЙСТВЕННЫХ ПРЕДПРИЯТИЙ АО до 22.09.2021 * )"
3023010709,"ООО ""РПЦ ""Кировский""",,,,
3023020048,"ООО ""Белый Амур""",,,,
3023024853,"ООО ""Астраханская рыбодобывающая компания""",,,,
3025027391,"Организация ООО ""СТАРАЯ ВОЛГА""",,,,ДИРЕКТОР Инюшина Анна Павловна
3025029776,"Организация ООО ""ПКФ ""ФИШ ТАЙМ""",,,,ДИРЕКТОР Вилохина Ксения Викторовна
3025030098,"ООО ""СТИМУЛ""",,,,"( Череваткин Дмитрий Юрьевич - генеральный директор, учредитель) ООО ""СТИМУЛ ПРО"" ( Череваткин Дмитрий Юрьевич - генеральный директор, учредитель) ООО ПКФ ""ЮЖНЫЙ БЕРЕГ"" (ликвидир. 28.11.2018) ( Череваткин Дмитрий Юрьевич - директор, учредитель) ( Череваткин Юрий Юрьевич - генеральный директор, учредитель) ООО ""ФИШКОСТ"" (ликвидир. 30.01.2019) ( Череваткин Дмитрий Юрьевич - учредитель) ООО ""АСТРЫБЭКСПО"" (ликвидир. 15.07.2016) ( Череваткин Юрий Юрьевич - учредитель)"
3025036928,"ООО ""АСТРА-ФИШ ХАУЗ""",,,,"( Токбаев Расул Маратович - председатель; Муханалиева Заря Игликовна - учредитель) ООО ""ПКФ ""ВОЛЖСКИЙ ПРОСТОР"" ( Токбаев Расул Маратович - генеральный директор; Муханалиева Заря Игликовна - учредитель) ООО ПКФ ""КАСПРЫБФЛОТ-3"" ( Токбаев Расул Маратович - директор; Муханалиева Заря Игликовна - учредитель) ( Муханалиева Заря Игликовна - учредитель; - директор до 27.09.2023 * , учредитель до 22.12.2023 * ; находится по одному адресу с ООО ""АСТРА-ФИШ ХАУЗ"" ; - директор до 07.10.2021 * ; - генеральный директор до 15.09.2021 * ) ООО ""ФЕРРУМ"" ( - генеральный директор, учредитель) Чипинов Алексей Геннадьевич (директор ООО ""ИГОЛКИНСКОЕ"" ) (учредитель ООО ""ИГОЛКИНСКОЕ"" ) НП ООО ""КАСПИЙ"" ( Муханалиева Заря Игликовна - учредитель) ООО ""РОДИНА"" ( Муханалиева Заря Игликовна - учредитель) (правопреемник ООО ""ИГОЛКИНСКОЕ"" ) (учредитель ООО ""ИГОЛКИНСКОЕ"" до 09.02.2023 * , директор ООО ""ИГОЛКИНСКОЕ"" до 29.03.2023 * ) ООО ""СЗ ""БАЛАНС"" ( - генеральный директор) ( - генеральный директор до 11.07.2018 * ; - генеральный директор) СПРК ""БЕШТУГ"" ( - председатель до 27.09.2023 * ; - председатель до 14.10.2021 * , учредитель до 14.10.2021 * ) (директор ООО ""ИГОЛКИНСКОЕ"" до 24.09.2024 * ) (директор ООО ""ИГОЛКИНСКОЕ"" до 10.01.2024 * ) (директор ООО ""ИГОЛКИНСКОЕ"" до 01.09.2023 * ) (учредитель ООО ""ИГОЛКИНСКОЕ"" до 06.10.2022 * ) ( - учредитель до 28.02.2025 * ) ООО ""СЕКРЕТ"" (ликвидир. 18.08.2021) ( ООО ""ИГОЛКИНСКОЕ"" - правопредшественник; - ликвидатор) ООО ""ШТИЛЬ ПЛЮС"" (ликвидир. 04.09.2020) ( ООО ""ИГОЛКИНСКОЕ"" - правопреемник) ( ООО ""ИГОЛКИНСКОЕ"" - правопреемник) ООО ""АНЕВА"" (ликвидир. 24.11.2017) ( - учредитель) ООО ""РУССКИЙ СТИЛЬ - ПРОСЕТ ДЕЛЬТА"" (ликвидир. 12.08.2025) ( - учредитель до 28.12.2020 * )"
